cap-shape,cap-surface,cap-color,spore-print-color,class
flat,fibrous,yellow,white,poisonous
flat,fibrous,yellow,chocolate,poisonous
convex,smooth,gray,chocolate,poisonous
flat,smooth,brown,white,edible
convex,scaly,brown,white,poisonous
convex,smooth,gray,black,poisonous
convex,fibrous,yellow,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
convex,scaly,yellow,chocolate,poisonous
convex,scaly,yellow,chocolate,poisonous
convex,scaly,gray,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
convex,fibrous,yellow,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
flat,fibrous,gray,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
flat,scaly,yellow,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
convex,scaly,gray,chocolate,poisonous
convex,scaly,gray,chocolate,poisonous
convex,scaly,gray,chocolate,poisonous
convex,smooth,buff,white,edible
flat,fibrous,gray,chocolate,poisonous
convex,fibrous,yellow,chocolate,poisonous
convex,scaly,brown,white,poisonous
convex,scaly,gray,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
convex,scaly,yellow,chocolate,poisonous
convex,fibrous,yellow,chocolate,poisonous
flat,fibrous,gray,chocolate,poisonous
convex,scaly,gray,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
convex,fibrous,yellow,chocolate,poisonous
convex,scaly,purple,chocolate,edible
flat,scaly,buff,white,edible
flat,scaly,yellow,chocolate,poisonous
convex,scaly,yellow,chocolate,poisonous
convex,scaly,gray,chocolate,poisonous
flat,fibrous,gray,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
flat,fibrous,gray,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
convex,fibrous,yellow,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
flat,fibrous,gray,chocolate,poisonous
flat,scaly,yellow,chocolate,poisonous
flat,scaly,yellow,chocolate,poisonous
flat,fibrous,gray,chocolate,poisonous
flat,smooth,buff,chocolate,poisonous
flat,smooth,white,green,poisonous
convex,scaly,yellow,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
convex,scaly,yellow,chocolate,poisonous
convex,fibrous,yellow,chocolate,poisonous
convex,fibrous,yellow,chocolate,poisonous
flat,fibrous,gray,brown,edible
convex,scaly,purple,chocolate,edible
convex,scaly,gray,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
convex,scaly,yellow,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
convex,scaly,yellow,chocolate,poisonous
convex,fibrous,yellow,chocolate,poisonous
convex,scaly,yellow,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
convex,scaly,gray,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
convex,fibrous,yellow,chocolate,poisonous
flat,fibrous,red,brown,edible
convex,scaly,yellow,chocolate,poisonous
flat,fibrous,gray,chocolate,poisonous
convex,scaly,gray,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
flat,fibrous,gray,chocolate,poisonous
flat,fibrous,gray,chocolate,poisonous
flat,fibrous,gray,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
convex,fibrous,yellow,chocolate,poisonous
convex,scaly,gray,chocolate,poisonous
convex,scaly,gray,chocolate,poisonous
convex,fibrous,white,brown,poisonous
flat,fibrous,gray,chocolate,poisonous
convex,fibrous,yellow,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
convex,fibrous,yellow,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
convex,scaly,gray,chocolate,poisonous
flat,scaly,yellow,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
convex,fibrous,yellow,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
convex,scaly,yellow,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
convex,fibrous,yellow,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
flat,fibrous,gray,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
flat,fibrous,gray,chocolate,poisonous
flat,fibrous,gray,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
convex,scaly,yellow,chocolate,poisonous
convex,scaly,yellow,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
convex,scaly,yellow,chocolate,poisonous
convex,scaly,yellow,chocolate,poisonous
convex,scaly,brown,white,poisonous
flat,scaly,buff,white,edible
convex,fibrous,yellow,chocolate,poisonous
convex,scaly,yellow,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
convex,scaly,yellow,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
flat,fibrous,gray,chocolate,poisonous
convex,fibrous,yellow,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
flat,fibrous,gray,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
flat,fibrous,gray,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
convex,fibrous,gray,black,poisonous
flat,smooth,buff,chocolate,poisonous
flat,fibrous,red,black,edible
convex,scaly,yellow,chocolate,poisonous
convex,scaly,gray,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
flat,fibrous,gray,black,edible
convex,scaly,yellow,chocolate,poisonous
convex,scaly,yellow,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
convex,fibrous,yellow,chocolate,poisonous
convex,fibrous,yellow,chocolate,poisonous
convex,scaly,gray,chocolate,poisonous
flat,smooth,white,chocolate,poisonous
convex,scaly,gray,chocolate,poisonous
convex,fibrous,yellow,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
convex,scaly,gray,chocolate,poisonous
convex,fibrous,yellow,chocolate,poisonous
flat,scaly,purple,chocolate,edible
flat,fibrous,yellow,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
convex,scaly,yellow,chocolate,poisonous
flat,fibrous,gray,chocolate,poisonous
flat,scaly,brown,brown,edible
convex,fibrous,yellow,chocolate,poisonous
flat,fibrous,gray,chocolate,poisonous
convex,scaly,gray,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
convex,fibrous,yellow,chocolate,poisonous
convex,scaly,yellow,chocolate,poisonous
convex,fibrous,yellow,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
convex,smooth,white,chocolate,poisonous
flat,scaly,red,white,edible
convex,scaly,purple,chocolate,edible
convex,scaly,yellow,chocolate,poisonous
convex,scaly,gray,chocolate,poisonous
convex,fibrous,yellow,chocolate,poisonous
flat,fibrous,gray,chocolate,poisonous
convex,scaly,gray,chocolate,poisonous
flat,fibrous,gray,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
convex,scaly,gray,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
flat,smooth,pink,white,edible
flat,fibrous,gray,chocolate,poisonous
convex,scaly,yellow,chocolate,poisonous
convex,scaly,gray,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
convex,fibrous,yellow,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
flat,scaly,yellow,chocolate,poisonous
convex,scaly,gray,chocolate,poisonous
convex,scaly,gray,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
flat,fibrous,gray,chocolate,poisonous
convex,scaly,gray,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
convex,scaly,gray,chocolate,poisonous
flat,fibrous,gray,chocolate,poisonous
convex,scaly,gray,chocolate,poisonous
flat,fibrous,gray,chocolate,poisonous
convex,scaly,yellow,chocolate,poisonous
convex,fibrous,yellow,chocolate,poisonous
convex,scaly,gray,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
flat,scaly,brown,brown,edible
flat,fibrous,gray,chocolate,poisonous
convex,scaly,yellow,chocolate,poisonous
convex,smooth,gray,chocolate,poisonous
flat,scaly,yellow,chocolate,poisonous
convex,scaly,yellow,chocolate,poisonous
convex,fibrous,white,black,poisonous
convex,fibrous,yellow,chocolate,poisonous
flat,smooth,buff,chocolate,poisonous
convex,scaly,yellow,chocolate,poisonous
convex,scaly,gray,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
flat,smooth,pink,green,poisonous
flat,smooth,buff,chocolate,poisonous
convex,scaly,gray,chocolate,poisonous
convex,scaly,gray,chocolate,poisonous
convex,scaly,gray,chocolate,poisonous
flat,fibrous,gray,chocolate,poisonous
flat,fibrous,gray,chocolate,poisonous
convex,fibrous,yellow,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
flat,scaly,purple,chocolate,edible
convex,fibrous,yellow,chocolate,poisonous
flat,fibrous,red,brown,edible
flat,fibrous,yellow,chocolate,poisonous
convex,fibrous,yellow,chocolate,poisonous
convex,scaly,brown,white,poisonous
convex,scaly,gray,chocolate,poisonous
convex,fibrous,yellow,chocolate,poisonous
flat,fibrous,gray,chocolate,poisonous
convex,scaly,gray,chocolate,poisonous
convex,scaly,gray,chocolate,poisonous
convex,fibrous,yellow,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
flat,scaly,brown,brown,edible
convex,scaly,yellow,chocolate,poisonous
flat,fibrous,red,black,edible
convex,fibrous,yellow,chocolate,poisonous
convex,scaly,gray,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
convex,fibrous,yellow,chocolate,poisonous
flat,fibrous,gray,chocolate,poisonous
flat,fibrous,gray,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
convex,fibrous,yellow,chocolate,poisonous
convex,scaly,yellow,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
convex,scaly,gray,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
convex,fibrous,pink,black,poisonous
flat,fibrous,yellow,chocolate,poisonous
convex,scaly,gray,chocolate,poisonous
convex,scaly,yellow,chocolate,poisonous
convex,scaly,gray,chocolate,poisonous
flat,scaly,yellow,chocolate,poisonous
convex,scaly,gray,chocolate,poisonous
convex,fibrous,yellow,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
convex,scaly,yellow,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
convex,scaly,gray,chocolate,poisonous
convex,scaly,yellow,chocolate,poisonous
convex,scaly,gray,chocolate,poisonous
convex,scaly,gray,chocolate,poisonous
convex,fibrous,yellow,chocolate,poisonous
convex,scaly,gray,chocolate,poisonous
flat,fibrous,gray,chocolate,poisonous
flat,fibrous,gray,chocolate,poisonous
convex,scaly,gray,chocolate,poisonous
convex,fibrous,yellow,chocolate,poisonous
convex,scaly,gray,chocolate,poisonous
flat,fibrous,gray,chocolate,poisonous
convex,scaly,yellow,chocolate,poisonous
convex,fibrous,yellow,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
flat,fibrous,gray,chocolate,poisonous
convex,smooth,pink,white,edible
flat,fibrous,yellow,chocolate,poisonous
convex,smooth,pink,black,poisonous
convex,fibrous,yellow,chocolate,poisonous
flat,fibrous,gray,chocolate,poisonous
convex,fibrous,yellow,chocolate,poisonous
flat,fibrous,red,brown,edible
convex,scaly,yellow,chocolate,poisonous
convex,fibrous,yellow,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
flat,scaly,brown,brown,edible
convex,scaly,yellow,chocolate,poisonous
flat,fibrous,gray,chocolate,poisonous
convex,scaly,yellow,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
flat,scaly,yellow,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
flat,fibrous,gray,chocolate,poisonous
convex,scaly,yellow,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
convex,scaly,yellow,chocolate,poisonous
flat,fibrous,gray,brown,edible
convex,smooth,gray,chocolate,poisonous
convex,scaly,brown,white,poisonous
flat,smooth,gray,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
flat,scaly,yellow,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
flat,scaly,red,white,edible
flat,scaly,gray,chocolate,poisonous
convex,fibrous,yellow,chocolate,poisonous
flat,fibrous,gray,chocolate,poisonous
convex,scaly,yellow,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
flat,scaly,brown,white,edible
flat,scaly,gray,chocolate,poisonous
knobbed,fibrous,brown,white,poisonous
flat,fibrous,gray,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
convex,scaly,brown,white,poisonous
flat,fibrous,gray,chocolate,poisonous
flat,fibrous,gray,chocolate,poisonous
flat,smooth,white,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
convex,scaly,gray,chocolate,poisonous
convex,fibrous,yellow,chocolate,poisonous
convex,scaly,red,white,edible
flat,scaly,yellow,chocolate,poisonous
bell,fibrous,yellow,white,poisonous
flat,scaly,yellow,chocolate,poisonous
convex,smooth,gray,chocolate,poisonous
flat,scaly,yellow,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
knobbed,scaly,red,white,edible
flat,fibrous,yellow,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
knobbed,scaly,brown,white,edible
convex,smooth,white,brown,poisonous
convex,fibrous,yellow,chocolate,poisonous
convex,fibrous,yellow,chocolate,poisonous
convex,fibrous,yellow,chocolate,poisonous
flat,scaly,yellow,chocolate,poisonous
bell,smooth,buff,green,poisonous
convex,smooth,white,chocolate,poisonous
flat,scaly,red,brown,edible
bell,smooth,white,green,poisonous
flat,scaly,pink,white,edible
convex,smooth,white,chocolate,poisonous
knobbed,scaly,brown,white,edible
convex,scaly,yellow,chocolate,poisonous
flat,smooth,buff,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
convex,scaly,yellow,chocolate,poisonous
convex,scaly,gray,chocolate,poisonous
convex,fibrous,yellow,chocolate,poisonous
convex,scaly,yellow,chocolate,poisonous
convex,scaly,yellow,chocolate,poisonous
convex,fibrous,yellow,chocolate,poisonous
convex,scaly,gray,chocolate,poisonous
flat,fibrous,gray,chocolate,poisonous
knobbed,smooth,red,white,edible
flat,scaly,brown,white,edible
flat,smooth,buff,white,edible
convex,scaly,yellow,chocolate,poisonous
flat,fibrous,gray,brown,edible
flat,fibrous,yellow,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
convex,smooth,gray,chocolate,poisonous
flat,fibrous,gray,chocolate,poisonous
convex,fibrous,yellow,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
convex,scaly,brown,white,poisonous
flat,fibrous,gray,chocolate,poisonous
flat,scaly,brown,white,edible
flat,scaly,red,black,edible
flat,scaly,gray,chocolate,poisonous
convex,scaly,yellow,chocolate,poisonous
flat,fibrous,gray,chocolate,poisonous
flat,fibrous,red,brown,edible
convex,scaly,yellow,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
flat,fibrous,gray,chocolate,poisonous
flat,scaly,yellow,chocolate,poisonous
convex,scaly,gray,chocolate,poisonous
bell,scaly,white,green,poisonous
flat,fibrous,yellow,chocolate,poisonous
convex,scaly,brown,white,poisonous
flat,fibrous,gray,chocolate,poisonous
convex,scaly,yellow,chocolate,poisonous
flat,scaly,yellow,chocolate,poisonous
flat,scaly,pink,white,edible
convex,smooth,white,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
convex,scaly,gray,chocolate,poisonous
convex,fibrous,yellow,chocolate,poisonous
flat,smooth,buff,chocolate,poisonous
convex,fibrous,gray,black,poisonous
convex,fibrous,yellow,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
flat,scaly,yellow,chocolate,poisonous
convex,scaly,green,chocolate,edible
flat,scaly,white,chocolate,edible
convex,fibrous,yellow,chocolate,poisonous
flat,scaly,yellow,chocolate,poisonous
flat,scaly,yellow,chocolate,poisonous
convex,scaly,red,white,poisonous
convex,scaly,red,white,poisonous
convex,scaly,gray,chocolate,poisonous
convex,scaly,yellow,chocolate,poisonous
flat,fibrous,gray,chocolate,poisonous
convex,scaly,gray,chocolate,poisonous
convex,scaly,yellow,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
flat,smooth,red,white,edible
flat,fibrous,yellow,chocolate,poisonous
convex,scaly,yellow,chocolate,poisonous
flat,smooth,gray,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
convex,scaly,yellow,chocolate,poisonous
convex,fibrous,yellow,chocolate,poisonous
convex,smooth,gray,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
flat,fibrous,gray,chocolate,poisonous
convex,smooth,white,black,poisonous
flat,scaly,gray,chocolate,poisonous
flat,scaly,red,brown,edible
convex,fibrous,yellow,chocolate,poisonous
convex,scaly,yellow,chocolate,poisonous
knobbed,smooth,buff,white,edible
flat,fibrous,yellow,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
convex,scaly,yellow,chocolate,poisonous
convex,fibrous,brown,white,edible
convex,scaly,red,white,edible
convex,scaly,gray,chocolate,poisonous
convex,fibrous,yellow,chocolate,poisonous
flat,smooth,gray,chocolate,poisonous
convex,scaly,yellow,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
convex,scaly,gray,chocolate,poisonous
convex,scaly,brown,white,poisonous
knobbed,smooth,buff,white,edible
flat,fibrous,yellow,chocolate,poisonous
convex,fibrous,gray,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
convex,fibrous,yellow,chocolate,poisonous
flat,scaly,yellow,chocolate,poisonous
knobbed,smooth,pink,white,edible
flat,scaly,brown,white,poisonous
convex,scaly,gray,chocolate,poisonous
convex,fibrous,yellow,chocolate,poisonous
convex,scaly,gray,chocolate,poisonous
flat,smooth,buff,chocolate,poisonous
flat,smooth,buff,white,edible
flat,smooth,white,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
convex,fibrous,yellow,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
flat,scaly,yellow,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
convex,smooth,buff,chocolate,poisonous
flat,fibrous,gray,chocolate,poisonous
convex,scaly,gray,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
flat,scaly,yellow,chocolate,poisonous
flat,smooth,gray,chocolate,poisonous
flat,smooth,buff,white,edible
convex,smooth,pink,white,edible
knobbed,smooth,brown,white,edible
flat,scaly,pink,green,poisonous
flat,scaly,gray,chocolate,poisonous
convex,scaly,yellow,chocolate,poisonous
flat,fibrous,gray,chocolate,poisonous
flat,fibrous,gray,chocolate,poisonous
convex,fibrous,yellow,chocolate,poisonous
flat,fibrous,gray,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
flat,scaly,yellow,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
flat,scaly,yellow,chocolate,poisonous
convex,scaly,yellow,chocolate,poisonous
convex,scaly,yellow,chocolate,poisonous
flat,scaly,gray,chocolate,poisonous
flat,fibrous,gray,chocolate,poisonous
convex,scaly,yellow,chocolate,poisonous
convex,scaly,yellow,chocolate,poisonous
flat,scaly,purple,chocolate,edible
flat,fibrous,gray,chocolate,poisonous
convex,scaly,brown,white,poisonous
convex,scaly,yellow,chocolate,poisonous
